COMPANY_ID,NAME,PAY_GROUP_ID,Pay Period,Pay Period Begin Date,Pay Period End Date,Deduction Cutoff Date,File Run Date
28554,ELEVEN INC,01W0005978,13,16-MAR-23,22-MAR-23,22-MAR-23,21-MAR-23
28554,ELEVEN INC,01W0005978,14,23-MAR-23,29-MAR-23,29-MAR-23,28-MAR-23
28554,ELEVEN INC,01W0005978,15,30-MAR-23,05-APR-23,05-APR-23,04-APR-23
28554,ELEVEN INC,01W0005978,16,06-APR-23,12-APR-23,12-APR-23,11-APR-23
28554,ELEVEN INC,01W0005978,17,13-APR-23,19-APR-23,19-APR-23,18-APR-23
28554,ELEVEN INC,01W0005978,18,20-APR-23,26-APR-23,26-APR-23,25-APR-23
28554,ELEVEN INC,01W0005978,19,27-APR-23,03-MAY-23,03-MAY-23,02-MAY-23
28554,ELEVEN INC,01W0005978,20,04-MAY-23,10-MAY-23,10-MAY-23,09-MAY-23
28554,ELEVEN INC,01W0005978,21,11-MAY-23,17-MAY-23,17-MAY-23,16-MAY-23
28554,ELEVEN INC,01W0005978,22,18-MAY-23,24-MAY-23,24-MAY-23,23-MAY-23
28554,ELEVEN INC,01W0005978,23,25-MAY-23,31-MAY-23,31-MAY-23,30-MAY-23
28554,ELEVEN INC,01W0005978,24,01-JUN-23,07-JUN-23,07-JUN-23,06-JUN-23
28554,ELEVEN INC,01W0005978,25,08-JUN-23,14-JUN-23,14-JUN-23,13-JUN-23
28554,ELEVEN INC,01W0005978,26,15-JUN-23,21-JUN-23,21-JUN-23,20-JUN-23
28554,ELEVEN INC,01W0005978,27,22-JUN-23,28-JUN-23,28-JUN-23,27-JUN-23
28554,ELEVEN INC,01W0005978,28,29-JUN-23,05-JUL-23,05-JUL-23,03-JUL-23
28554,ELEVEN INC,01W0005978,29,06-JUL-23,12-JUL-23,12-JUL-23,11-JUL-23
28554,ELEVEN INC,01W0005978,30,13-JUL-23,19-JUL-23,19-JUL-23,18-JUL-23
28554,ELEVEN INC,01W0005978,31,20-JUL-23,26-JUL-23,26-JUL-23,25-JUL-23
28554,ELEVEN INC,01W0005978,32,27-JUL-23,02-AUG-23,02-AUG-23,01-AUG-23
28554,ELEVEN INC,01W0005978,33,03-AUG-23,09-AUG-23,09-AUG-23,08-AUG-23
28554,ELEVEN INC,01W0005978,34,10-AUG-23,16-AUG-23,16-AUG-23,15-AUG-23
28554,ELEVEN INC,01W0005978,35,17-AUG-23,23-AUG-23,23-AUG-23,22-AUG-23
28554,ELEVEN INC,01W0005978,36,24-AUG-23,30-AUG-23,30-AUG-23,29-AUG-23
28554,ELEVEN INC,01W0005978,37,31-AUG-23,06-SEP-23,06-SEP-23,05-SEP-23
28554,ELEVEN INC,01W0005978,38,07-SEP-23,13-SEP-23,13-SEP-23,12-SEP-23
28554,ELEVEN INC,01W0005978,39,14-SEP-23,20-SEP-23,20-SEP-23,19-SEP-23
28554,ELEVEN INC,01W0005978,40,21-SEP-23,27-SEP-23,27-SEP-23,26-SEP-23
28554,ELEVEN INC,01W0005978,41,28-SEP-23,04-OCT-23,04-OCT-23,03-OCT-23
28554,ELEVEN INC,01W0005978,42,05-OCT-23,11-OCT-23,11-OCT-23,10-OCT-23
28554,ELEVEN INC,01W0005978,43,12-OCT-23,18-OCT-23,18-OCT-23,17-OCT-23
28554,ELEVEN INC,01W0005978,44,19-OCT-23,25-OCT-23,25-OCT-23,24-OCT-23
28554,ELEVEN INC,01W0005978,45,26-OCT-23,01-NOV-23,01-NOV-23,31-OCT-23
28554,ELEVEN INC,01W0005978,46,02-NOV-23,08-NOV-23,08-NOV-23,07-NOV-23
28554,ELEVEN INC,01W0005978,47,09-NOV-23,15-NOV-23,15-NOV-23,14-NOV-23
28554,ELEVEN INC,01W0005978,48,16-NOV-23,22-NOV-23,22-NOV-23,21-NOV-23
28554,ELEVEN INC,01W0005978,49,23-NOV-23,29-NOV-23,29-NOV-23,28-NOV-23
28554,ELEVEN INC,01W0005978,50,30-NOV-23,06-DEC-23,06-DEC-23,05-DEC-23
28554,ELEVEN INC,01W0005978,51,07-DEC-23,13-DEC-23,13-DEC-23,12-DEC-23
28554,ELEVEN INC,01W0005978,52,14-DEC-23,20-DEC-23,20-DEC-23,19-DEC-23
28554,ELEVEN INC,01W0005992,1,23-DEC-22,29-DEC-22,02-JAN-23,27-DEC-22
28554,ELEVEN INC,01W0005992,2,30-DEC-22,05-JAN-23,05-JAN-23,03-JAN-23
28554,ELEVEN INC,01W0005992,3,06-JAN-23,12-JAN-23,12-JAN-23,10-JAN-23
28554,ELEVEN INC,01W0005992,4,13-JAN-23,19-JAN-23,19-JAN-23,18-JAN-23
28554,ELEVEN INC,01W0005992,5,20-JAN-23,26-JAN-23,26-JAN-23,25-JAN-23
28554,ELEVEN INC,01W0005992,6,27-JAN-23,02-FEB-23,02-FEB-23,01-FEB-23
28554,ELEVEN INC,01W0005992,7,03-FEB-23,09-FEB-23,09-FEB-23,08-FEB-23
28554,ELEVEN INC,01W0005992,8,10-FEB-23,16-FEB-23,16-FEB-23,15-FEB-23
28554,ELEVEN INC,01W0005992,9,17-FEB-23,23-FEB-23,23-FEB-23,22-FEB-23
28554,ELEVEN INC,01W0005992,10,24-FEB-23,02-MAR-23,02-MAR-23,01-MAR-23
28554,ELEVEN INC,01W0005992,11,03-MAR-23,09-MAR-23,09-MAR-23,08-MAR-23
28554,ELEVEN INC,01W0005992,12,10-MAR-23,16-MAR-23,16-MAR-23,15-MAR-23
28554,ELEVEN INC,01W0005992,13,17-MAR-23,23-MAR-23,23-MAR-23,22-MAR-23
28554,ELEVEN INC,01W0005992,14,24-MAR-23,30-MAR-23,30-MAR-23,29-MAR-23
28554,ELEVEN INC,01W0005992,15,31-MAR-23,06-APR-23,06-APR-23,05-APR-23
28554,ELEVEN INC,01W0005992,16,07-APR-23,13-APR-23,13-APR-23,12-APR-23
28554,ELEVEN INC,01W0005992,17,14-APR-23,20-APR-23,20-APR-23,19-APR-23
28554,ELEVEN INC,01W0005992,18,21-APR-23,27-APR-23,27-APR-23,26-APR-23
28554,ELEVEN INC,01W0005992,19,28-APR-23,04-MAY-23,04-MAY-23,03-MAY-23
28554,ELEVEN INC,01W0005992,20,05-MAY-23,11-MAY-23,11-MAY-23,10-MAY-23
28554,ELEVEN INC,01W0005992,21,12-MAY-23,18-MAY-23,18-MAY-23,17-MAY-23
28554,ELEVEN INC,01W0005992,22,19-MAY-23,25-MAY-23,25-MAY-23,24-MAY-23
28554,ELEVEN INC,01W0005992,23,26-MAY-23,01-JUN-23,01-JUN-23,31-MAY-23
28554,ELEVEN INC,01W0005992,24,02-JUN-23,08-JUN-23,08-JUN-23,07-JUN-23
28554,ELEVEN INC,01W0005992,25,09-JUN-23,15-JUN-23,15-JUN-23,14-JUN-23
28554,ELEVEN INC,01W0005992,26,16-JUN-23,22-JUN-23,22-JUN-23,21-JUN-23
28554,ELEVEN INC,01W0005992,27,23-JUN-23,29-JUN-23,29-JUN-23,28-JUN-23
28554,ELEVEN INC,01W0005992,28,30-JUN-23,06-JUL-23,06-JUL-23,05-JUL-23
28554,ELEVEN INC,01W0005992,29,07-JUL-23,13-JUL-23,13-JUL-23,12-JUL-23
28554,ELEVEN INC,01W0005992,30,14-JUL-23,20-JUL-23,20-JUL-23,19-JUL-23
28554,ELEVEN INC,01W0005992,31,21-JUL-23,27-JUL-23,27-JUL-23,26-JUL-23
28554,ELEVEN INC,01W0005992,32,28-JUL-23,03-AUG-23,03-AUG-23,02-AUG-23
28554,ELEVEN INC,01W0005992,33,04-AUG-23,10-AUG-23,10-AUG-23,09-AUG-23
28554,ELEVEN INC,01W0005992,34,11-AUG-23,17-AUG-23,17-AUG-23,16-AUG-23
28554,ELEVEN INC,01W0005992,35,18-AUG-23,24-AUG-23,24-AUG-23,23-AUG-23
28554,ELEVEN INC,01W0005992,36,25-AUG-23,31-AUG-23,31-AUG-23,30-AUG-23
28554,ELEVEN INC,01W0005992,37,01-SEP-23,07-SEP-23,07-SEP-23,06-SEP-23
28554,ELEVEN INC,01W0005992,38,08-SEP-23,14-SEP-23,14-SEP-23,13-SEP-23
28554,ELEVEN INC,01W0005992,39,15-SEP-23,21-SEP-23,21-SEP-23,20-SEP-23
28554,ELEVEN INC,01W0005992,40,22-SEP-23,28-SEP-23,28-SEP-23,27-SEP-23
28554,ELEVEN INC,01W0005992,41,29-SEP-23,05-OCT-23,05-OCT-23,04-OCT-23
28554,ELEVEN INC,01W0005992,42,06-OCT-23,12-OCT-23,12-OCT-23,11-OCT-23
28554,ELEVEN INC,01W0005992,43,13-OCT-23,19-OCT-23,19-OCT-23,18-OCT-23
28554,ELEVEN INC,01W0005992,44,20-OCT-23,26-OCT-23,26-OCT-23,25-OCT-23
28554,ELEVEN INC,01W0005992,45,27-OCT-23,02-NOV-23,02-NOV-23,01-NOV-23
28554,ELEVEN INC,01W0005992,46,03-NOV-23,09-NOV-23,09-NOV-23,08-NOV-23
28554,ELEVEN INC,01W0005992,47,10-NOV-23,16-NOV-23,16-NOV-23,15-NOV-23
28554,ELEVEN INC,01W0005992,48,17-NOV-23,23-NOV-23,23-NOV-23,21-NOV-23
28554,ELEVEN INC,01W0005992,49,24-NOV-23,30-NOV-23,30-NOV-23,29-NOV-23
28554,ELEVEN INC,01W0005992,50,01-DEC-23,07-DEC-23,07-DEC-23,06-DEC-23
28554,ELEVEN INC,01W0005992,51,08-DEC-23,14-DEC-23,14-DEC-23,13-DEC-23
28554,ELEVEN INC,01W0005992,52,15-DEC-23,21-DEC-23,21-DEC-23,20-DEC-23
28554,ELEVEN INC,01W0005993,1,22-DEC-22,28-DEC-22,02-JAN-23,22-DEC-22
28554,ELEVEN INC,01W0005993,2,29-DEC-22,04-JAN-23,04-JAN-23,02-JAN-23
28554,ELEVEN INC,01W0005993,3,05-JAN-23,11-JAN-23,11-JAN-23,09-JAN-23
28554,ELEVEN INC,01W0005993,4,12-JAN-23,18-JAN-23,18-JAN-23,17-JAN-23
28554,ELEVEN INC,01W0005993,5,19-JAN-23,25-JAN-23,25-JAN-23,24-JAN-23
28554,ELEVEN INC,01W0005993,6,26-JAN-23,01-FEB-23,01-FEB-23,31-JAN-23
28554,ELEVEN INC,01W0005993,7,02-FEB-23,08-FEB-23,08-FEB-23,07-FEB-23
28554,ELEVEN INC,01W0005993,8,09-FEB-23,15-FEB-23,15-FEB-23,14-FEB-23
28554,ELEVEN INC,01W0005993,9,16-FEB-23,22-FEB-23,22-FEB-23,21-FEB-23
28554,ELEVEN INC,01W0005993,10,23-FEB-23,01-MAR-23,01-MAR-23,28-FEB-23
28554,ELEVEN INC,01W0005993,11,02-MAR-23,08-MAR-23,08-MAR-23,07-MAR-23
28554,ELEVEN INC,01W0005993,12,09-MAR-23,15-MAR-23,15-MAR-23,14-MAR-23
28554,ELEVEN INC,01W0005993,13,16-MAR-23,22-MAR-23,22-MAR-23,21-MAR-23
28554,ELEVEN INC,01W0005993,14,23-MAR-23,29-MAR-23,29-MAR-23,28-MAR-23
28554,ELEVEN INC,01W0005993,15,30-MAR-23,05-APR-23,05-APR-23,04-APR-23
28554,ELEVEN INC,01W0005993,16,06-APR-23,12-APR-23,12-APR-23,11-APR-23
28554,ELEVEN INC,01W0005993,17,13-APR-23,19-APR-23,19-APR-23,18-APR-23
28554,ELEVEN INC,01W0005993,18,20-APR-23,26-APR-23,26-APR-23,25-APR-23
28554,ELEVEN INC,01W0005993,19,27-APR-23,03-MAY-23,03-MAY-23,02-MAY-23
28554,ELEVEN INC,01W0005993,20,04-MAY-23,10-MAY-23,10-MAY-23,09-MAY-23
28554,ELEVEN INC,01W0005993,21,11-MAY-23,17-MAY-23,17-MAY-23,16-MAY-23
28554,ELEVEN INC,01W0005993,22,18-MAY-23,24-MAY-23,24-MAY-23,23-MAY-23
28554,ELEVEN INC,01W0005993,23,25-MAY-23,31-MAY-23,31-MAY-23,30-MAY-23
28554,ELEVEN INC,01W0005993,24,01-JUN-23,07-JUN-23,07-JUN-23,06-JUN-23
28554,ELEVEN INC,01W0005993,25,08-JUN-23,14-JUN-23,14-JUN-23,13-JUN-23
28554,ELEVEN INC,01W0005993,26,15-JUN-23,21-JUN-23,21-JUN-23,20-JUN-23
28554,ELEVEN INC,01W0005993,27,22-JUN-23,28-JUN-23,28-JUN-23,27-JUN-23
28554,ELEVEN INC,01W0005993,28,29-JUN-23,05-JUL-23,05-JUL-23,03-JUL-23
28554,ELEVEN INC,01W0005993,29,06-JUL-23,12-JUL-23,12-JUL-23,11-JUL-23
28554,ELEVEN INC,01W0005993,30,13-JUL-23,19-JUL-23,19-JUL-23,18-JUL-23
28554,ELEVEN INC,01W0005993,31,20-JUL-23,26-JUL-23,26-JUL-23,25-JUL-23
28554,ELEVEN INC,01W0005993,32,27-JUL-23,02-AUG-23,02-AUG-23,01-AUG-23
28554,ELEVEN INC,01W0005993,33,03-AUG-23,09-AUG-23,09-AUG-23,08-AUG-23
28554,ELEVEN INC,01W0005993,34,10-AUG-23,16-AUG-23,16-AUG-23,15-AUG-23
28554,ELEVEN INC,01W0005993,35,17-AUG-23,23-AUG-23,23-AUG-23,22-AUG-23
28554,ELEVEN INC,01W0005993,36,24-AUG-23,30-AUG-23,30-AUG-23,29-AUG-23
28554,ELEVEN INC,01W0005993,37,31-AUG-23,06-SEP-23,06-SEP-23,05-SEP-23
28554,ELEVEN INC,01W0005993,38,07-SEP-23,13-SEP-23,13-SEP-23,12-SEP-23
28554,ELEVEN INC,01W0005993,39,14-SEP-23,20-SEP-23,20-SEP-23,19-SEP-23
28554,ELEVEN INC,01W0005993,40,21-SEP-23,27-SEP-23,27-SEP-23,26-SEP-23
28554,ELEVEN INC,01W0005993,41,28-SEP-23,04-OCT-23,04-OCT-23,03-OCT-23
28554,ELEVEN INC,01W0005993,42,05-OCT-23,11-OCT-23,11-OCT-23,10-OCT-23
28554,ELEVEN INC,01W0005993,43,12-OCT-23,18-OCT-23,18-OCT-23,17-OCT-23
28554,ELEVEN INC,01W0005993,44,19-OCT-23,25-OCT-23,25-OCT-23,24-OCT-23
28554,ELEVEN INC,01W0005993,45,26-OCT-23,01-NOV-23,01-NOV-23,31-OCT-23
28554,ELEVEN INC,01W0005993,46,02-NOV-23,08-NOV-23,08-NOV-23,07-NOV-23
28554,ELEVEN INC,01W0005993,47,09-NOV-23,15-NOV-23,15-NOV-23,14-NOV-23
28554,ELEVEN INC,01W0005993,48,16-NOV-23,22-NOV-23,22-NOV-23,21-NOV-23
28554,ELEVEN INC,01W0005993,49,23-NOV-23,29-NOV-23,29-NOV-23,28-NOV-23
28554,ELEVEN INC,01W0005993,50,30-NOV-23,06-DEC-23,06-DEC-23,05-DEC-23
28554,ELEVEN INC,01W0005993,51,07-DEC-23,13-DEC-23,13-DEC-23,12-DEC-23
28554,ELEVEN INC,01W0005993,52,14-DEC-23,20-DEC-23,20-DEC-23,19-DEC-23
28554,ELEVEN INC,01W0005994,1,22-DEC-22,28-DEC-22,02-JAN-23,22-DEC-22
28554,ELEVEN INC,01W0005994,2,29-DEC-22,04-JAN-23,04-JAN-23,02-JAN-23
28554,ELEVEN INC,01W0005994,3,05-JAN-23,11-JAN-23,11-JAN-23,09-JAN-23
28554,ELEVEN INC,01W0005994,4,12-JAN-23,18-JAN-23,18-JAN-23,17-JAN-23
28554,ELEVEN INC,01W0005994,5,19-JAN-23,25-JAN-23,25-JAN-23,24-JAN-23
28554,ELEVEN INC,01W0005994,6,26-JAN-23,01-FEB-23,01-FEB-23,31-JAN-23
28554,ELEVEN INC,01W0005994,7,02-FEB-23,08-FEB-23,08-FEB-23,07-FEB-23
28554,ELEVEN INC,01W0005994,8,09-FEB-23,15-FEB-23,15-FEB-23,14-FEB-23
28554,ELEVEN INC,01W0005994,9,16-FEB-23,22-FEB-23,22-FEB-23,21-FEB-23
28554,ELEVEN INC,01W0005994,10,23-FEB-23,01-MAR-23,01-MAR-23,28-FEB-23
28554,ELEVEN INC,01W0005994,11,02-MAR-23,08-MAR-23,08-MAR-23,07-MAR-23
28554,ELEVEN INC,01W0005994,12,09-MAR-23,15-MAR-23,15-MAR-23,14-MAR-23
28554,ELEVEN INC,01W0005994,13,16-MAR-23,22-MAR-23,22-MAR-23,21-MAR-23
28554,ELEVEN INC,01W0005994,14,23-MAR-23,29-MAR-23,29-MAR-23,28-MAR-23
28554,ELEVEN INC,01W0005994,15,30-MAR-23,05-APR-23,05-APR-23,04-APR-23
28554,ELEVEN INC,01W0005994,16,06-APR-23,12-APR-23,12-APR-23,11-APR-23
28554,ELEVEN INC,01W0005994,17,13-APR-23,19-APR-23,19-APR-23,18-APR-23
28554,ELEVEN INC,01W0005994,18,20-APR-23,26-APR-23,26-APR-23,25-APR-23
28554,ELEVEN INC,01W0005994,19,27-APR-23,03-MAY-23,03-MAY-23,02-MAY-23
28554,ELEVEN INC,01W0005994,20,04-MAY-23,10-MAY-23,10-MAY-23,09-MAY-23
28554,ELEVEN INC,01W0005994,21,11-MAY-23,17-MAY-23,17-MAY-23,16-MAY-23
28554,ELEVEN INC,01W0005994,22,18-MAY-23,24-MAY-23,24-MAY-23,23-MAY-23
28554,ELEVEN INC,01W0005994,23,25-MAY-23,31-MAY-23,31-MAY-23,30-MAY-23
28554,ELEVEN INC,01W0005994,24,01-JUN-23,07-JUN-23,07-JUN-23,06-JUN-23
28554,ELEVEN INC,01W0005994,25,08-JUN-23,14-JUN-23,14-JUN-23,13-JUN-23
28554,ELEVEN INC,01W0005994,26,15-JUN-23,21-JUN-23,21-JUN-23,20-JUN-23
28554,ELEVEN INC,01W0005994,27,22-JUN-23,28-JUN-23,28-JUN-23,27-JUN-23
28554,ELEVEN INC,01W0005994,28,29-JUN-23,05-JUL-23,05-JUL-23,03-JUL-23
28554,ELEVEN INC,01W0005994,29,06-JUL-23,12-JUL-23,12-JUL-23,11-JUL-23
28554,ELEVEN INC,01W0005994,30,13-JUL-23,19-JUL-23,19-JUL-23,18-JUL-23
28554,ELEVEN INC,01W0005994,31,20-JUL-23,26-JUL-23,26-JUL-23,25-JUL-23
28554,ELEVEN INC,01W0005994,32,27-JUL-23,02-AUG-23,02-AUG-23,01-AUG-23
28554,ELEVEN INC,01W0005994,33,03-AUG-23,09-AUG-23,09-AUG-23,08-AUG-23
28554,ELEVEN INC,01W0005994,34,10-AUG-23,16-AUG-23,16-AUG-23,15-AUG-23
28554,ELEVEN INC,01W0005994,35,17-AUG-23,23-AUG-23,23-AUG-23,22-AUG-23
28554,ELEVEN INC,01W0005994,36,24-AUG-23,30-AUG-23,30-AUG-23,29-AUG-23
28554,ELEVEN INC,01W0005994,37,31-AUG-23,06-SEP-23,06-SEP-23,05-SEP-23
28554,ELEVEN INC,01W0005994,38,07-SEP-23,13-SEP-23,13-SEP-23,12-SEP-23
28554,ELEVEN INC,01W0005994,39,14-SEP-23,20-SEP-23,20-SEP-23,19-SEP-23
28554,ELEVEN INC,01W0005994,40,21-SEP-23,27-SEP-23,27-SEP-23,26-SEP-23
28554,ELEVEN INC,01W0005994,41,28-SEP-23,04-OCT-23,04-OCT-23,03-OCT-23
28554,ELEVEN INC,01W0005994,42,05-OCT-23,11-OCT-23,11-OCT-23,10-OCT-23
28554,ELEVEN INC,01W0005994,43,12-OCT-23,18-OCT-23,18-OCT-23,17-OCT-23
28554,ELEVEN INC,01W0005994,44,19-OCT-23,25-OCT-23,25-OCT-23,24-OCT-23
28554,ELEVEN INC,01W0005994,45,26-OCT-23,01-NOV-23,01-NOV-23,31-OCT-23
28554,ELEVEN INC,01W0005994,46,02-NOV-23,08-NOV-23,08-NOV-23,07-NOV-23
28554,ELEVEN INC,01W0005994,47,09-NOV-23,15-NOV-23,15-NOV-23,14-NOV-23
28554,ELEVEN INC,01W0005994,48,16-NOV-23,22-NOV-23,22-NOV-23,21-NOV-23
28554,ELEVEN INC,01W0005994,49,23-NOV-23,29-NOV-23,29-NOV-23,28-NOV-23
28554,ELEVEN INC,01W0005994,50,30-NOV-23,06-DEC-23,06-DEC-23,05-DEC-23
28554,ELEVEN INC,01W0005994,51,07-DEC-23,13-DEC-23,13-DEC-23,12-DEC-23
28554,ELEVEN INC,01W0005994,52,14-DEC-23,20-DEC-23,20-DEC-23,19-DEC-23
5132,USIC LLC,01W0006134,1,01-JAN-23,01-JAN-23,02-JAN-23,02-JAN-23
5132,USIC LLC,01W0006134,2,02-JAN-23,08-JAN-23,05-JAN-23,05-JAN-23
5132,USIC LLC,01W0006134,3,09-JAN-23,15-JAN-23,12-JAN-23,12-JAN-23
5132,USIC LLC,01W0006134,4,16-JAN-23,22-JAN-23,19-JAN-23,19-JAN-23
5132,USIC LLC,01W0006134,5,23-JAN-23,29-JAN-23,26-JAN-23,26-JAN-23
5132,USIC LLC,01W0006134,6,30-JAN-23,05-FEB-23,02-FEB-23,02-FEB-23
5132,USIC LLC,01W0006134,7,06-FEB-23,12-FEB-23,09-FEB-23,09-FEB-23
5132,USIC LLC,01W0006134,8,13-FEB-23,19-FEB-23,16-FEB-23,16-FEB-23
5132,USIC LLC,01W0006134,9,20-FEB-23,26-FEB-23,23-FEB-23,23-FEB-23
5132,USIC LLC,01W0006134,10,27-FEB-23,05-MAR-23,02-MAR-23,02-MAR-23
5132,USIC LLC,01W0006134,11,06-MAR-23,12-MAR-23,09-MAR-23,09-MAR-23
5132,USIC LLC,01W0006134,12,13-MAR-23,19-MAR-23,16-MAR-23,16-MAR-23
5132,USIC LLC,01W0006134,13,20-MAR-23,26-MAR-23,23-MAR-23,23-MAR-23
5132,USIC LLC,01W0006134,14,27-MAR-23,02-APR-23,30-MAR-23,30-MAR-23
5132,USIC LLC,01W0006134,15,03-APR-23,09-APR-23,06-APR-23,06-APR-23
5132,USIC LLC,01W0006134,16,10-APR-23,16-APR-23,13-APR-23,13-APR-23
5132,USIC LLC,01W0006134,17,17-APR-23,23-APR-23,20-APR-23,20-APR-23
5132,USIC LLC,01W0006134,18,24-APR-23,30-APR-23,27-APR-23,27-APR-23
5132,USIC LLC,01W0006134,19,01-MAY-23,07-MAY-23,04-MAY-23,04-MAY-23
5132,USIC LLC,01W0006134,20,08-MAY-23,14-MAY-23,11-MAY-23,11-MAY-23
5132,USIC LLC,01W0006134,21,15-MAY-23,21-MAY-23,18-MAY-23,18-MAY-23
5132,USIC LLC,01W0006134,22,22-MAY-23,28-MAY-23,25-MAY-23,25-MAY-23
5132,USIC LLC,01W0006134,23,29-MAY-23,04-JUN-23,01-JUN-23,01-JUN-23
5132,USIC LLC,01W0006134,24,05-JUN-23,11-JUN-23,08-JUN-23,08-JUN-23
5132,USIC LLC,01W0006134,25,12-JUN-23,18-JUN-23,15-JUN-23,15-JUN-23
5132,USIC LLC,01W0006134,26,19-JUN-23,25-JUN-23,22-JUN-23,22-JUN-23
5132,USIC LLC,01W0006134,27,26-JUN-23,02-JUL-23,29-JUN-23,29-JUN-23
5132,USIC LLC,01W0006134,28,03-JUL-23,09-JUL-23,06-JUL-23,06-JUL-23
5132,USIC LLC,01W0006134,29,10-JUL-23,16-JUL-23,13-JUL-23,13-JUL-23
5132,USIC LLC,01W0006134,30,17-JUL-23,23-JUL-23,20-JUL-23,20-JUL-23
5132,USIC LLC,01W0006134,31,24-JUL-23,30-JUL-23,27-JUL-23,27-JUL-23
5132,USIC LLC,01W0006134,32,31-JUL-23,06-AUG-23,03-AUG-23,03-AUG-23
5132,USIC LLC,01W0006134,33,07-AUG-23,13-AUG-23,10-AUG-23,10-AUG-23
5132,USIC LLC,01W0006134,34,14-AUG-23,20-AUG-23,17-AUG-23,17-AUG-23
5132,USIC LLC,01W0006134,35,21-AUG-23,27-AUG-23,24-AUG-23,24-AUG-23
5132,USIC LLC,01W0006134,36,28-AUG-23,03-SEP-23,31-AUG-23,31-AUG-23
5132,USIC LLC,01W0006134,37,04-SEP-23,10-SEP-23,07-SEP-23,07-SEP-23
5132,USIC LLC,01W0006134,38,11-SEP-23,17-SEP-23,14-SEP-23,14-SEP-23
5132,USIC LLC,01W0006134,39,18-SEP-23,24-SEP-23,21-SEP-23,21-SEP-23
5132,USIC LLC,01W0006134,40,25-SEP-23,01-OCT-23,28-SEP-23,28-SEP-23
5132,USIC LLC,01W0006134,41,02-OCT-23,08-OCT-23,05-OCT-23,05-OCT-23
5132,USIC LLC,01W0006134,42,09-OCT-23,15-OCT-23,12-OCT-23,12-OCT-23
5132,USIC LLC,01W0006134,43,16-OCT-23,22-OCT-23,19-OCT-23,19-OCT-23
5132,USIC LLC,01W0006134,44,23-OCT-23,29-OCT-23,26-OCT-23,26-OCT-23
5132,USIC LLC,01W0006134,45,30-OCT-23,05-NOV-23,02-NOV-23,02-NOV-23
5132,USIC LLC,01W0006134,46,06-NOV-23,12-NOV-23,09-NOV-23,09-NOV-23
5132,USIC LLC,01W0006134,47,13-NOV-23,19-NOV-23,16-NOV-23,16-NOV-23
5132,USIC LLC,01W0006134,48,20-NOV-23,26-NOV-23,23-NOV-23,23-NOV-23
5132,USIC LLC,01W0006134,49,27-NOV-23,03-DEC-23,30-NOV-23,30-NOV-23
5132,USIC LLC,01W0006134,50,04-DEC-23,10-DEC-23,07-DEC-23,07-DEC-23
5132,USIC LLC,01W0006134,51,11-DEC-23,17-DEC-23,14-DEC-23,14-DEC-23
5132,USIC LLC,01W0006134,52,18-DEC-23,24-DEC-23,21-DEC-23,21-DEC-23
27735,AIRNAMIC,01W0006171,1,26-DEC-22,01-JAN-23,02-JAN-23,28-DEC-22
27735,AIRNAMIC,01W0006171,2,02-JAN-23,08-JAN-23,08-JAN-23,05-JAN-23
27735,AIRNAMIC,01W0006171,3,09-JAN-23,15-JAN-23,15-JAN-23,11-JAN-23
27735,AIRNAMIC,01W0006171,4,16-JAN-23,22-JAN-23,22-JAN-23,20-JAN-23
27735,AIRNAMIC,01W0006171,5,23-JAN-23,29-JAN-23,29-JAN-23,27-JAN-23
27735,AIRNAMIC,01W0006171,6,30-JAN-23,05-FEB-23,05-FEB-23,03-FEB-23
27735,AIRNAMIC,01W0006171,7,06-FEB-23,12-FEB-23,12-FEB-23,10-FEB-23
27735,AIRNAMIC,01W0006171,8,13-FEB-23,19-FEB-23,19-FEB-23,16-FEB-23
27735,AIRNAMIC,01W0006171,9,20-FEB-23,26-FEB-23,26-FEB-23,24-FEB-23
27735,AIRNAMIC,01W0006171,10,27-FEB-23,05-MAR-23,05-MAR-23,03-MAR-23
27735,AIRNAMIC,01W0006171,11,06-MAR-23,12-MAR-23,12-MAR-23,10-MAR-23
27735,AIRNAMIC,01W0006171,12,13-MAR-23,19-MAR-23,19-MAR-23,17-MAR-23
27735,AIRNAMIC,01W0006171,13,20-MAR-23,26-MAR-23,26-MAR-23,24-MAR-23
27735,AIRNAMIC,01W0006171,14,27-MAR-23,02-APR-23,02-APR-23,31-MAR-23
27735,AIRNAMIC,01W0006171,15,03-APR-23,09-APR-23,09-APR-23,07-APR-23
27735,AIRNAMIC,01W0006171,16,10-APR-23,16-APR-23,16-APR-23,14-APR-23
27735,AIRNAMIC,01W0006171,17,17-APR-23,23-APR-23,23-APR-23,21-APR-23
27735,AIRNAMIC,01W0006171,18,24-APR-23,30-APR-23,30-APR-23,28-APR-23
27735,AIRNAMIC,01W0006171,19,01-MAY-23,07-MAY-23,07-MAY-23,05-MAY-23
27735,AIRNAMIC,01W0006171,20,08-MAY-23,14-MAY-23,14-MAY-23,12-MAY-23
27735,AIRNAMIC,01W0006171,21,15-MAY-23,21-MAY-23,21-MAY-23,19-MAY-23
27735,AIRNAMIC,01W0006171,22,22-MAY-23,28-MAY-23,28-MAY-23,25-MAY-23
27735,AIRNAMIC,01W0006171,23,29-MAY-23,04-JUN-23,04-JUN-23,02-JUN-23
